,Time,Current,Voltage
0,0.104999996722,-0.000503999996,0.000032976990
1,0.209999993443,0.005038000178,0.000032976990
2,0.314999997616,0.009906999767,0.000032976990
3,0.419999986887,0.015448999591,0.000033709814
4,0.524999976158,0.020821999758,0.000034442633
5,0.629999995232,0.025691999123,0.000034442633
6,0.735000014305,0.030897999182,0.000035175457
7,0.839999973774,0.036270998418,0.000035175457
8,0.944999992847,0.041645001620,0.000035908277
9,1.049999952316,0.046682000160,0.000035908277
10,1.154999971390,0.052055999637,0.000036641100
11,1.259999990463,0.057429000735,0.000036641100
12,1.365000009537,0.062467001379,0.000037373920
13,1.470000028610,0.068343997002,0.000037373920
14,1.575000047684,0.073550000787,0.000037373920
15,1.679999947548,0.077748000622,0.000038106744
16,1.784999966621,0.083625003695,0.000038106744
17,1.889999985695,0.088662996888,0.000038839567
18,1.995000004768,0.094708003104,0.000038839567
19,2.099999904633,0.099242001772,0.000039572387
20,2.204999923706,0.104616001248,0.000039572387
21,2.309999942780,0.109820999205,0.000040305211
22,2.414999961853,0.115363001823,0.000040305211
23,2.519999980927,0.120736002922,0.000041038031
24,2.625000000000,0.126277998090,0.000041038031
25,2.730000019073,0.130979999900,0.000041770854
26,2.835000038147,0.136689007282,0.000041770854
27,2.940000057220,0.141727000475,0.000042503674
28,3.045000076294,0.146932005882,0.000043236498
29,3.150000095367,0.152306005359,0.000043236498
30,3.255000114441,0.157679006457,0.000043969321
31,3.359999895096,0.162884995341,0.000044702141
32,3.464999914169,0.167922005057,0.000044702141
33,3.569999933243,0.173464000225,0.000045434965
34,3.674999952316,0.178333997726,0.000046167785
35,3.779999971390,0.184043005109,0.000046900608
36,3.884999990463,0.189080998302,0.000047633432
37,3.990000009537,0.194453999400,0.000048366252
38,4.094999790192,0.199660003185,0.000049099075
39,4.199999809265,0.205200999975,0.000049831895
40,4.304999828339,0.210238993168,0.000051297538
41,4.409999847412,0.215611994267,0.000052763186
42,4.514999866486,0.220985993743,0.000053496005
43,4.619999885559,0.226024001837,0.000054961649
44,4.724999904633,0.231229007244,0.000056427292
45,4.829999923706,0.236771002412,0.000058625759
46,4.934999942780,0.241473004222,0.000060091403
47,5.039999961853,0.247350007296,0.000062289873
48,5.144999980927,0.252052009106,0.000064488333
49,5.250000000000,0.257761001587,0.000066686800
50,5.355000019073,0.263134986162,0.000068885267
51,5.460000038147,0.268339991570,0.000071083734
52,5.565000057220,0.273378014565,0.000073282201
53,5.670000076294,0.278919011354,0.000076213488
54,5.775000095367,0.284125000238,0.000077679135
55,5.880000114441,0.289330005646,0.000079144775
56,5.985000133514,0.294535994530,0.000081343242
57,6.090000152588,0.299910008907,0.000082076062
58,6.195000171661,0.305115014315,0.000083541709
59,6.300000190735,0.310488998890,0.000083541709
60,6.405000209808,0.315694004297,0.000084274528
61,6.510000228882,0.320564001799,0.000084274528
62,6.614999771118,0.325937986374,0.000084274528
63,6.719999790192,0.331310987473,0.000084274528
64,6.824999809265,0.336517006159,0.000083541709
65,6.929999828339,0.341722011566,0.000082076062
66,7.034999847412,0.346928000450,0.000081343242
67,7.139999866486,0.352468997240,0.000080610422
68,7.244999885559,0.357506990433,0.000079144775
69,7.349999904633,0.362881004810,0.000078411955
70,7.454999923706,0.368086010218,0.000077679135
71,7.559999942780,0.373627990484,0.000076946308
72,7.664999961853,0.379168987274,0.000075480668
73,7.769999980927,0.384207010269,0.000074747841
74,7.875000000000,0.389411985874,0.000074015021
75,7.980000019073,0.394786000252,0.000073282201
76,8.085000038147,0.400494992733,0.000072549381
77,8.189999580383,0.406540006399,0.000071083734
78,8.295000076294,0.410571008921,0.000070350914
79,8.399999618530,0.415104001760,0.000069618087
80,8.505000114441,0.420814007521,0.000068885267
81,8.609999656677,0.426187008619,0.000068152447
82,8.715000152588,0.431392997503,0.000068152447
83,8.819999694824,0.436933994293,0.000067419627
84,8.925000190735,0.441971987486,0.000066686800
85,9.029999732971,0.447513014078,0.000066686800
86,9.135000228882,0.452719002962,0.000065953980
87,9.239999771118,0.458092987537,0.000065221160
88,9.345000267029,0.463129997253,0.000065221160
89,9.449999809265,0.468335986137,0.000065221160
90,9.555000305176,0.474045008421,0.000064488333
91,9.659999847412,0.478915005922,0.000064488333
92,9.765000343323,0.484120994806,0.000063755513
93,9.869999885559,0.489493995905,0.000063755513
94,9.975000381470,0.494868010283,0.000063755513
95,10.079999923706,0.500240981579,0.000063022693
96,10.185000419617,0.505110979080,0.000063022693
97,10.289999961853,0.510652005672,0.000063022693
98,10.395000457764,0.515690028667,0.000063022693
99,10.500000000000,0.520727992058,0.000062289873
100,10.604999542236,0.526269018650,0.000063022693
101,10.710000038147,0.531306982040,0.000062289873
102,10.814999580383,0.537015974522,0.000063022693
103,10.920000076294,0.542053997517,0.000062289873
104,11.024999618530,0.547595024109,0.000062289873
105,11.130000114441,0.552801012993,0.000062289873
106,11.234999656677,0.557838976383,0.000061557046
107,11.340000152588,0.563548028469,0.000061557046
108,11.444999694824,0.568754017353,0.000061557046
109,11.550000190735,0.573623001575,0.000061557046
110,11.654999732971,0.579164981842,0.000061557046
111,11.760000228882,0.584034025669,0.000060824226
112,11.864999771118,0.589911997318,0.000060824226
113,11.970000267029,0.595116972923,0.000060824226
114,12.074999809265,0.600490987301,0.000060824226
115,12.180000305176,0.605360984802,0.000060824226
116,12.284999847412,0.610733985901,0.000060824226
117,12.390000343323,0.616108000278,0.000060824226
118,12.494999885559,0.621145009995,0.000060824226
119,12.600000381470,0.626519024372,0.000060824226
120,12.704999923706,0.631892025471,0.000060824226
